algorithm, domain, instance, cost, generated, time, gen_per_sec
dfid, Pancakes16, 9 7 6 5 10 11 12 13 14 4 15 8 1 0 3 2 , na, na, na, na
dfid, Pancakes16, 2 1 11 10 9 6 7 8 12 13 5 0 3 4 14 15 , 7, 1330649756, 181.252075, 7341431.500000
dfid, Pancakes16, 9 4 5 6 15 7 8 3 11 12 0 10 2 1 13 14 , na, na, na, na
dfid, Pancakes16, 11 3 15 14 12 13 2 5 10 7 4 1 8 9 6 0 , na, na, na, na
dfid, Pancakes16, 15 13 12 11 10 9 8 14 0 1 2 3 4 5 6 7 , 4, 649690, 0.092088, 7055099.500000
dfid, Pancakes16, 12 11 10 9 8 7 6 0 1 2 3 4 5 13 14 15 , 2, 2625, 0.000378, 6944444.500000
dfid, Pancakes16, 11 8 5 4 7 0 2 1 14 10 12 15 6 13 3 9 , na, na, na, na
dfid, Pancakes16, 7 6 5 4 3 2 1 0 8 9 10 11 12 13 14 15 , 1, 108, 0.000020, 5400000.000000
dfid, Pancakes16, 6 2 7 8 9 10 11 5 4 0 1 3 12 13 14 15 , 6, 14314413, 2.401285, 5961147.000000
dfid, Pancakes16, 11 10 9 8 0 1 2 3 7 6 5 4 12 13 14 15 , 3, 33433, 0.004435, 7538444.000000
dfid, Pancakes16, 2 1 0 8 12 11 9 10 3 4 7 6 5 13 14 15 , 6, 57963108, 9.543913, 6073306.500000
dfid, Pancakes16, 13 12 11 10 0 1 2 3 4 5 6 7 8 9 14 15 , 2, 2896, 0.000502, 5768924.500000
dfid, Pancakes16, 12 13 11 10 9 8 7 6 5 4 3 2 1 0 14 15 , 2, 410, 0.000074, 5540540.500000
dfid, Pancakes16, 2 3 4 5 6 7 8 9 10 11 1 0 12 13 14 15 , 2, 2067, 0.000362, 5709945.000000
dfid, Pancakes16, 5 6 11 12 0 1 10 9 8 7 13 14 15 4 3 2 , na, na, na, na
dfid, Pancakes16, 8 15 3 1 14 11 13 6 9 4 2 12 0 7 10 5 , na, na, na, na
dfid, Pancakes16, 13 12 11 10 9 8 7 0 1 2 3 4 5 6 14 15 , 2, 2851, 0.000399, 7145363.000000
dfid, Pancakes16, 12 11 10 9 8 7 6 5 4 3 2 1 0 14 15 13 , 3, 44721, 0.007638, 5855067.000000
dfid, Pancakes16, 7 3 4 5 6 8 9 10 11 12 13 14 2 1 0 15 , 4, 179514, 0.025344, 7083097.000000
dfid, Pancakes16, 7 8 9 10 11 12 6 5 4 3 2 1 0 13 14 15 , 2, 1238, 0.000164, 7548780.500000
dfid, Pancakes16, 7 6 5 4 2 3 1 0 8 9 10 11 12 13 14 15 , 4, 213592, 0.028312, 7544221.500000
dfid, Pancakes16, 8 12 14 13 0 2 7 6 4 9 11 3 15 5 1 10 , na, na, na, na
dfid, Pancakes16, 15 14 13 12 11 0 1 2 3 4 5 6 7 8 9 10 , 2, 3333, 0.000437, 7627002.000000
dfid, Pancakes16, 6 7 8 9 10 11 12 5 0 4 3 2 1 13 14 15 , 4, 284205, 0.040445, 7026950.000000
dfid, Pancakes16, 7 8 9 10 11 12 13 14 6 1 0 2 3 4 5 15 , 4, 331848, 0.045120, 7354787.000000
dfid, Pancakes16, 12 5 4 3 2 11 10 9 8 7 6 1 0 13 14 15 , 4, 196364, 0.026813, 7323462.500000
dfid, Pancakes16, 4 5 3 1 2 7 10 8 11 12 13 14 6 9 15 0 , na, na, na, na
dfid, Pancakes16, 0 5 6 3 4 1 2 7 8 9 10 11 12 13 14 15 , 5, 2575649, 0.341744, 7536779.000000
dfid, Pancakes16, 8 7 6 2 1 0 3 4 5 14 9 13 12 11 10 15 , 6, 81144028, 10.710241, 7576303.000000
dfid, Pancakes16, 11 12 13 14 15 10 9 8 0 1 5 4 6 7 3 2 , 6, 41283493, 5.429449, 7603624.500000
