algorithm, domain, instance, cost, generated, time, gen_per_sec
dfid, Pancakes16, 1 0 11 12 10 9 2 3 4 5 13 14 15 8 7 6 , 7, 672222141, 26.684855, 25191148.000000
dfid, Pancakes16, 4 5 11 12 13 14 3 2 6 7 8 9 10 0 1 15 , 6, 48854294, 1.890590, 25840768.000000
dfid, Pancakes16, 15 7 12 0 1 5 8 4 11 10 6 3 2 13 9 14 , na, na, na, na
dfid, Pancakes16, 1 7 11 4 3 10 8 5 12 2 13 9 15 6 0 14 , na, na, na, na
dfid, Pancakes16, 5 3 13 4 14 8 15 0 1 6 7 12 11 2 9 10 , na, na, na, na
dfid, Pancakes16, 13 12 8 1 3 9 15 14 11 5 2 6 7 0 4 10 , na, na, na, na
dfid, Pancakes16, 8 2 1 6 9 10 4 3 11 12 0 15 14 13 5 7 , na, na, na, na
dfid, Pancakes16, 12 14 4 10 1 9 2 5 8 6 0 3 15 7 11 13 , na, na, na, na
dfid, Pancakes16, 13 9 10 11 7 3 2 12 8 6 5 4 0 1 14 15 , na, na, na, na
dfid, Pancakes16, 3 6 12 1 7 13 11 5 0 14 15 10 9 8 2 4 , na, na, na, na
dfid, Pancakes16, 15 14 13 12 11 10 9 8 0 1 2 3 4 5 7 6 , 3, 44828, 0.001729, 25927126.000000
dfid, Pancakes16, 5 6 7 8 4 3 2 1 0 9 10 11 12 13 14 15 , 2, 756, 0.000031, 24387098.000000
dfid, Pancakes16, 1 2 3 13 14 12 4 0 5 6 7 8 9 10 11 15 , 6, 50986453, 1.841667, 27684946.000000
dfid, Pancakes16, 0 1 2 3 4 5 8 9 10 11 12 13 7 6 14 15 , 4, 562347, 0.020421, 27537682.000000
dfid, Pancakes16, 0 4 11 10 9 5 6 13 15 3 2 12 8 1 14 7 , na, na, na, na
dfid, Pancakes16, 0 1 8 5 6 7 12 11 10 4 2 3 9 13 14 15 , na, na, na, na
dfid, Pancakes16, 10 11 9 8 7 6 0 5 1 2 3 4 12 13 14 15 , 5, 1045911, 0.037921, 27581314.000000
dfid, Pancakes16, 8 10 6 12 3 14 15 9 4 13 7 0 11 2 1 5 , na, na, na, na
dfid, Pancakes16, 5 9 14 8 2 6 4 3 7 13 12 10 11 15 1 0 , na, na, na, na
dfid, Pancakes16, 13 14 12 0 1 4 7 8 11 10 9 3 2 6 5 15 , 8, 3249454998, 125.857567, 25818512.000000
dfid, Pancakes16, 12 11 10 9 8 4 3 2 1 0 5 6 7 13 14 15 , 3, 37201, 0.001357, 27414150.000000
dfid, Pancakes16, 7 6 5 4 3 8 9 10 11 12 2 1 0 13 14 15 , 3, 13885, 0.000533, 26050658.000000
dfid, Pancakes16, 5 11 7 13 12 8 1 0 2 10 9 4 14 6 15 3 , na, na, na, na
dfid, Pancakes16, 7 12 8 3 15 2 6 10 9 0 14 13 1 11 5 4 , na, na, na, na
dfid, Pancakes16, 1 0 9 10 5 8 7 11 6 2 3 4 12 13 14 15 , 7, 928980819, 35.991798, 25810902.000000
dfid, Pancakes16, 11 0 14 10 5 2 13 8 12 3 6 7 15 1 9 4 , na, na, na, na
dfid, Pancakes16, 1 2 0 13 6 11 14 15 8 9 5 3 4 10 12 7 , na, na, na, na
dfid, Pancakes16, 3 1 6 4 7 0 2 12 15 10 14 13 5 11 9 8 , na, na, na, na
dfid, Pancakes16, 13 12 2 15 11 1 9 5 3 4 14 10 0 7 6 8 , na, na, na, na
dfid, Pancakes16, 4 2 1 8 5 0 9 13 6 14 3 11 10 15 12 7 , na, na, na, na
