algorithm, domain, instance, cost, generated, time, gen_per_sec
dfid, Pancakes16, 15 7 1 8 10 9 11 4 0 5 2 3 14 12 6 13 , na, na, na, na
dfid, Pancakes16, 9 6 2 0 15 7 13 12 3 8 11 4 1 5 14 10 , na, na, na, na
dfid, Pancakes16, 1 12 13 9 7 6 15 14 0 2 3 4 5 11 10 8 , na, na, na, na
dfid, Pancakes16, 3 4 5 6 7 8 9 10 11 12 15 14 13 0 1 2 , 4, 507983, 0.063486, 8001496.000000
dfid, Pancakes16, 4 3 12 11 10 0 9 2 5 1 8 7 6 13 14 15 , na, na, na, na
dfid, Pancakes16, 1 13 0 2 9 12 11 8 14 15 4 5 6 7 3 10 , na, na, na, na
dfid, Pancakes16, 14 3 0 10 1 9 8 7 2 5 4 15 12 13 6 11 , na, na, na, na
dfid, Pancakes16, 11 12 14 13 10 9 8 0 1 2 3 4 5 6 7 15 , 4, 132820, 0.006225, 21336546.000000
dfid, Pancakes16, 14 15 13 10 9 8 11 12 7 6 5 4 3 2 1 0 , 6, 12362336, 0.579675, 21326322.000000
dfid, Pancakes16, 13 12 11 10 9 8 7 6 5 4 3 2 1 0 14 15 , 1, 198, 0.000014, 14142857.000000
dfid, Pancakes16, 4 8 6 2 3 0 13 14 7 9 11 1 12 5 15 10 , na, na, na, na
dfid, Pancakes16, 5 0 1 2 3 4 12 13 14 15 6 7 8 9 10 11 , 4, 418799, 0.017626, 23760296.000000
dfid, Pancakes16, 1 0 8 9 10 7 11 2 3 12 13 14 4 5 6 15 , 7, 751159488, 34.986027, 21470272.000000
dfid, Pancakes16, 4 5 3 2 1 0 6 7 8 9 10 11 12 13 14 15 , 2, 290, 0.000020, 14500000.000000
dfid, Pancakes16, 9 10 8 7 6 3 2 1 0 4 5 11 12 13 14 15 , 4, 72200, 0.003389, 21304220.000000
dfid, Pancakes16, 5 4 3 2 1 0 6 7 8 9 12 11 10 13 14 15 , 4, 242771, 0.011576, 20971926.000000
dfid, Pancakes16, 15 0 1 3 2 5 6 12 11 10 9 8 7 4 14 13 , na, na, na, na
dfid, Pancakes16, 6 7 12 11 10 9 8 5 4 3 2 1 0 13 14 15 , 3, 18949, 0.000736, 25745924.000000
dfid, Pancakes16, 3 1 0 6 5 4 2 7 8 9 10 11 12 13 14 15 , 5, 3032308, 0.117471, 25813248.000000
dfid, Pancakes16, 7 8 9 10 6 5 4 3 0 1 2 11 12 13 14 15 , 3, 11007, 0.000428, 25717290.000000
dfid, Pancakes16, 15 3 4 5 6 7 8 2 1 0 10 11 12 13 14 9 , 6, 57003369, 2.368754, 24064706.000000
dfid, Pancakes16, 2 3 4 11 14 10 7 0 5 1 13 12 8 9 6 15 , na, na, na, na
dfid, Pancakes16, 9 8 7 6 5 10 3 2 1 0 11 14 13 12 4 15 , 6, 40038573, 1.695549, 23613928.000000
dfid, Pancakes16, 10 9 4 14 15 3 0 7 12 6 1 8 11 13 5 2 , na, na, na, na
dfid, Pancakes16, 2 1 0 14 3 4 5 6 7 8 9 10 11 12 13 15 , 3, 12016, 0.000884, 13592761.000000
dfid, Pancakes16, 4 3 1 2 0 12 5 6 7 8 11 13 14 10 9 15 , na, na, na, na
dfid, Pancakes16, 3 7 6 5 14 0 1 2 4 8 9 10 13 12 11 15 , 7, 854335750, 39.103222, 21848218.000000
dfid, Pancakes16, 6 7 5 4 3 2 1 0 8 9 10 11 12 13 14 15 , 2, 320, 0.000030, 10666667.000000
dfid, Pancakes16, 0 5 1 8 3 4 15 2 6 12 14 10 11 9 7 13 , na, na, na, na
dfid, Pancakes16, 10 9 6 0 1 5 7 8 4 3 2 11 12 13 14 15 , 6, 84557070, 4.871907, 17356052.000000
